Date,Customer Name,Gender,Annual Income,Dealer_Name,Company,Model,Engine,Transmission,Color,Price ($),Body Style,Dealer_Region
4/5/2022,Destiny,Female,2700000,Tri-State Mack Inc,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Red,69000,Passenger,Scottsdale
4/5/2022,Diana,Male,13500,U-Haul CO,Nissan,Xterra,DoubleÂ Overhead Camshaft,Auto,Black,26000,Passenger,Austin
4/5/2022,Eileen,Female,675000,Progressive Shippers Cooperative Association No,Ford,Ranger,DoubleÂ Overhead Camshaft,Auto,Black,61000,Hatchback,Janesville
4/5/2022,Elena,Female,13500,Rabun Used Car Sales,Nissan,Quest,DoubleÂ Overhead Camshaft,Auto,Pale White,32000,SUV,Scottsdale
4/5/2022,Eliana,Male,13500,Race Car Help,Pontiac,Grand Am,DoubleÂ Overhead Camshaft,Auto,Red,31000,SUV,Austin
4/5/2022,Isaure,Male,2825000,Buddy Storbeck's Diesel Service Inc,Lincoln,Continental,Overhead Camshaft,Manual,Black,42500,Passenger,Middletown
4/5/2022,Elyot,Male,1350000,C & M Motors Inc,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,Hatchback,Aurora
4/5/2022,Iman,Male,735000,Enterprise Rent A Car,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Pale White,26000,Hardtop,Aurora
4/5/2022,Hugo,Female,1870000,New Castle Ford Lincoln Mercury,Audi,A4,Overhead Camshaft,Manual,Pale White,12001,Hardtop,Aurora
4/5/2022,Ilana,Male,13500,Chrysler Plymouth,Hyundai,Sonata,Overhead Camshaft,Manual,Black,15000,SUV,Janesville
4/5/2022,Valentine,Male,795000,Classic Chevy,Mitsubishi,3000GT,Overhead Camshaft,Manual,Red,24000,Sedan,Scottsdale
4/5/2022,Manon,Female,1358000,Pars Auto Sales,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Pale White,46801,Hardtop,Greenville
4/5/2022,Maelle,Female,1150000,Scrivener Performance Engineering,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Red,31001,Hardtop,Greenville
4/5/2022,Victoire,Male,13500,Enterprise Rent A Car,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,18000,Hatchback,Aurora
4/5/2022,Paul,Male,849000,Gartner Buick Hyundai Saab,Honda,Civic,Overhead Camshaft,Manual,Pale White,45000,Hatchback,Greenville
4/5/2022,Annette,Male,13500,Hatfield Volkswagen,Jeep,Grand Cherokee,Overhead Camshaft,Manual,Pale White,15000,SUV,Pasco
4/5/2022,Rhiannon,Male,520000,Iceberg Rentals,Pontiac,Grand Am,DoubleÂ Overhead Camshaft,Auto,Red,19000,SUV,Janesville
4/5/2022,Rudrey,Male,13500,McKinney Dodge Chrysler Jeep,Buick,Park Avenue,DoubleÂ Overhead Camshaft,Auto,Red,12000,Hatchback,Scottsdale
4/5/2022,Jared,Female,850000,Iceberg Rentals,Ford,Expedition,Overhead Camshaft,Manual,Black,10000,SUV,Austin
4/5/2022,Jasiah,Male,1660000,McKinney Dodge Chrysler Jeep,Volkswagen,Passat,Overhead Camshaft,Manual,Pale White,12000,Hatchback,Janesville
4/5/2022,Jason,Female,375000,Motor Vehicle Branch Office,Buick,Regal,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,Passenger,Scottsdale
4/5/2022,Jayden,Male,13500,Nebo Chevrolet,Plymouth,Voyager,Overhead Camshaft,Manual,Black,75000,Passenger,Austin
4/5/2022,Jaylen,Male,1600000,New Castle Ford Lincoln Mercury,Hyundai,Elantra,Overhead Camshaft,Manual,Red,22000,Sedan,Middletown
4/5/2022,Jayson,Male,1200000,Pars Auto Sales,Porsche,Carrera Coupe,DoubleÂ Overhead Camshaft,Auto,Red,22000,Hatchback,Aurora
4/5/2022,Jelani,Male,13500,Pitre Buick-Pontiac-Gmc of Scottsdale,Saturn,LW,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,Hatchback,Greenville
4/5/2022,Jeremiah,Female,930000,Progressive Shippers Cooperative Association No,Mercury,Villager,Overhead Camshaft,Manual,Pale White,14000,Passenger,Pasco
4/5/2022,Jeremy,Female,1500000,Rabun Used Car Sales,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Pale White,20000,Hatchback,Janesville
4/5/2022,Jermaine,Female,1450000,Race Car Help,Mercury,Mountaineer,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,Hatchback,Austin
4/5/2022,Jesse,Male,13500,Ryder Truck Rental and Leasing,Pontiac,Grand Am,DoubleÂ Overhead Camshaft,Auto,Red,19000,SUV,Austin
4/5/2022,Joel,Male,1185000,Saab-Belle Dodge,Volkswagen,Cabrio,DoubleÂ Overhead Camshaft,Auto,Pale White,17500,Sedan,Middletown
4/5/2022,John,Male,1460000,Scrivener Performance Engineering,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Black,45000,Hatchback,Aurora
4/6/2022,Danielle,Female,720000,Chrysler of Tri-Cities,Ford,Focus,Overhead Camshaft,Manual,Red,17000,SUV,Pasco
4/6/2022,Devora,Female,705000,Chrysler Plymouth,BMW,323i,Overhead Camshaft,Manual,Red,21000,Hatchback,Janesville
4/6/2022,Devorah,Male,588000,Classic Chevy,Mitsubishi,3000GT,Overhead Camshaft,Manual,Red,24000,Sedan,Scottsdale
4/6/2022,Diana,Female,720000,Clay Johnson Auto Sales,Dodge,Ram Wagon,DoubleÂ Overhead Camshaft,Auto,Black,22000,Passenger,Austin
4/6/2022,Dina,Male,710000,Diehl Motor CO Inc,Chevrolet,Prizm,DoubleÂ Overhead Camshaft,Auto,Red,15000,SUV,Middletown
4/6/2022,Dylan,Female,550000,Enterprise Rent A Car,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,14000,SUV,Aurora
4/6/2022,Jackson,Male,13500,Race Car Help,Toyota,RAV4,Overhead Camshaft,Manual,Pale White,22000,Hatchback,Austin
4/6/2022,Jacky,Male,1291000,Ryder Truck Rental and Leasing,Dodge,Durango,DoubleÂ Overhead Camshaft,Auto,Pale White,10100,SUV,Middletown
4/6/2022,Jacob,Male,1085000,Saab-Belle Dodge,Lincoln,Continental,Overhead Camshaft,Manual,Black,42500,Passenger,Aurora
4/6/2022,Jaden,Male,750000,Scrivener Performance Engineering,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,18000,Hatchback,Greenville
4/6/2022,Jake,Male,1005000,Star Enterprises Inc,Toyota,Celica,DoubleÂ Overhead Camshaft,Auto,Pale White,25500,SUV,Pasco
4/6/2022,James,Male,860000,Suburban Ford,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Red,25000,Sedan,Janesville
4/6/2022,Elisa,Male,13500,Ryder Truck Rental and Leasing,Jeep,Wrangler,DoubleÂ Overhead Camshaft,Auto,Red,13000,Hatchback,Middletown
4/6/2022,Eliza,Male,13500,Saab-Belle Dodge,Ford,Taurus,Overhead Camshaft,Manual,Black,69000,SUV,Aurora
4/6/2022,Elizabeth,Female,1180000,Scrivener Performance Engineering,BMW,328i,Overhead Camshaft,Manual,Red,21000,Sedan,Greenville
4/6/2022,Ella,Male,1270000,Star Enterprises Inc,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,18000,Hatchback,Pasco
4/6/2022,Emely,Male,1400000,Suburban Ford,Mercury,Villager,DoubleÂ Overhead Camshaft,Auto,Black,28000,Passenger,Janesville
4/6/2022,Emilia,Male,13500,Tri-State Mack Inc,Oldsmobile,Bravada,DoubleÂ Overhead Camshaft,Auto,Black,26000,Hatchback,Scottsdale
4/6/2022,Melissa,Female,1350000,Motor Vehicle Branch Office,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Red,19000,Sedan,Austin
4/6/2022,Judithe,Male,1460000,Nebo Chevrolet,Jeep,Wrangler,Overhead Camshaft,Manual,Pale White,23000,Hatchback,Middletown
4/6/2022,Eleonore,Male,680500,New Castle Ford Lincoln Mercury,BMW,528i,DoubleÂ Overhead Camshaft,Auto,Black,31500,SUV,Aurora
4/6/2022,Eva,Male,730000,Pars Auto Sales,Toyota,Celica,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,SUV,Greenville
4/6/2022,Lea,Female,900000,Tri-State Mack Inc,Ford,Ranger,Overhead Camshaft,Manual,Black,18001,Hardtop,Austin
4/6/2022,Matheo,Male,2140000,Capitol KIA,Chevrolet,Malibu,DoubleÂ Overhead Camshaft,Auto,Black,16001,Hardtop,Greenville
4/6/2022,Jonathan,Female,1580000,Star Enterprises Inc,Plymouth,Voyager,Overhead Camshaft,Manual,Red,20000,Passenger,Greenville
4/6/2022,Jordan,Male,13500,Suburban Ford,Cadillac,Eldorado,Overhead Camshaft,Manual,Black,29000,Passenger,Pasco
4/6/2022,Joseph,Male,13500,Tri-State Mack Inc,Mercedes-B,CL500,Overhead Camshaft,Manual,Red,29000,SUV,Janesville
4/6/2022,Joshua,Male,935000,U-Haul CO,Toyota,Celica,DoubleÂ Overhead Camshaft,Auto,Pale White,45000,SUV,Scottsdale
4/6/2022,Josiah,Male,13500,Progressive Shippers Cooperative Association No,Mitsubishi,3000GT,Overhead Camshaft,Manual,Red,24000,Sedan,Austin
4/6/2022,Julian,Male,1620000,Rabun Used Car Sales,Plymouth,Voyager,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,Passenger,Middletown
4/7/2022,Eden,Female,640000,Gartner Buick Hyundai Saab,Dodge,Avenger,DoubleÂ Overhead Camshaft,Auto,Red,22000,Passenger,Greenville
4/7/2022,Eleanor,Female,537500,Hatfield Volkswagen,Mitsubishi,Diamante,Overhead Camshaft,Manual,Black,22500,Hatchback,Pasco
4/7/2022,Elena,Female,13500,Iceberg Rentals,Volvo,C70,Overhead Camshaft,Manual,Pale White,24000,Hatchback,Janesville
4/7/2022,Eliana,Male,875000,McKinney Dodge Chrysler Jeep,Honda,Accord,Overhead Camshaft,Manual,Black,43000,Sedan,Scottsdale
4/7/2022,Elise,Female,800000,Motor Vehicle Branch Office,Plymouth,Neon,Overhead Camshaft,Manual,Pale White,22000,SUV,Austin
4/7/2022,Jason,Male,13500,Tri-State Mack Inc,Toyota,Celica,Overhead Camshaft,Manual,Pale White,14000,SUV,Scottsdale
4/7/2022,Jasper,Male,13500,U-Haul CO,Chevrolet,Camaro,DoubleÂ Overhead Camshaft,Auto,Black,41000,Sedan,Austin
4/7/2022,Jay,Male,645000,Progressive Shippers Cooperative Association No,Ford,Taurus,Overhead Camshaft,Manual,Red,22000,SUV,Janesville
4/7/2022,Jayden,Male,1770000,Rabun Used Car Sales,Oldsmobile,Aurora,Overhead Camshaft,Manual,Red,34000,Passenger,Scottsdale
4/7/2022,Madeleine,Male,1150000,Iceberg Rentals,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Red,39000,Hardtop,Janesville
4/7/2022,Emily,Male,13500,U-Haul CO,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Pale White,20000,Hatchback,Austin
4/7/2022,Emma,Male,1640000,Buddy Storbeck's Diesel Service Inc,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Red,35000,SUV,Middletown
4/7/2022,Erika,Male,13500,C & M Motors Inc,Dodge,Ram Pickup,DoubleÂ Overhead Camshaft,Auto,Pale White,45000,Hatchback,Aurora
4/7/2022,Esmeralda,Female,2303000,Capitol KIA,Lincoln,Navigator,DoubleÂ Overhead Camshaft,Auto,Black,19300,Sedan,Greenville
4/7/2022,Esther,Male,1700000,Chrysler of Tri-Cities,Toyota,Land Cruiser,DoubleÂ Overhead Camshaft,Auto,Red,33000,SUV,Pasco
4/7/2022,Ophelie,Female,834000,Classic Chevy,Infiniti,I30,Overhead Camshaft,Manual,Red,22001,Hardtop,Austin
4/7/2022,Lenny,Male,565000,Race Car Help,Audi,A8,Overhead Camshaft,Manual,Black,44000,Passenger,Austin
4/7/2022,Luca,Male,13500,Ryder Truck Rental and Leasing,Volkswagen,Passat,Overhead Camshaft,Manual,Red,20000,Hatchback,Middletown
4/7/2022,Elixane,Male,505000,Saab-Belle Dodge,Audi,A6,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,SUV,Aurora
4/7/2022,Mathilda,Male,550000,Scrivener Performance Engineering,Volvo,C70,DoubleÂ Overhead Camshaft,Auto,Black,12000,Hatchback,Greenville
4/7/2022,Justice,Male,1580000,Race Car Help,Pontiac,Grand Prix,DoubleÂ Overhead Camshaft,Auto,Red,19000,Passenger,Aurora
4/7/2022,Justin,Male,1315000,Ryder Truck Rental and Leasing,Honda,Accord,Overhead Camshaft,Manual,Black,43500,Sedan,Greenville
4/7/2022,Kaden,Female,1590000,Saab-Belle Dodge,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Pale White,12000,Passenger,Pasco
4/7/2022,Kai,Male,13500,Scrivener Performance Engineering,Volkswagen,Cabrio,Overhead Camshaft,Manual,Red,25000,Sedan,Janesville
4/7/2022,Kaiden,Male,767000,Star Enterprises Inc,Mercury,Sable,DoubleÂ Overhead Camshaft,Auto,Pale White,26000,Sedan,Scottsdale
4/9/2022,Elisheva,Female,713500,Nebo Chevrolet,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Pale White,21501,Hatchback,Middletown
4/9/2022,Eliza,Male,13500,New Castle Ford Lincoln Mercury,Toyota,4Runner,Overhead Camshaft,Manual,Black,25001,Sedan,Aurora
4/9/2022,Elizabeth,Male,700000,Pars Auto Sales,Mercedes-B,S-Class,Overhead Camshaft,Manual,Black,85001,SUV,Greenville
4/9/2022,Jeremy,Male,833800,Rabun Used Car Sales,Mercury,Cougar,DoubleÂ Overhead Camshaft,Auto,Black,33800,Hatchback,Scottsdale
4/9/2022,Jerry,Male,13500,Race Car Help,Chevrolet,Lumina,Overhead Camshaft,Manual,Black,42000,Passenger,Austin
4/9/2022,Shifra,Male,13500,Ryder Truck Rental and Leasing,Toyota,Tacoma,Overhead Camshaft,Manual,Pale White,24000,Hardtop,Middletown
4/9/2022,Eva,Male,1900000,Chrysler Plymouth,Volvo,C70,DoubleÂ Overhead Camshaft,Auto,Black,12000,Hatchback,Janesville
4/9/2022,Evangeline,Male,972000,Classic Chevy,Lexus,GS400,DoubleÂ Overhead Camshaft,Auto,Pale White,25000,Hatchback,Scottsdale
4/9/2022,Evelyn,Female,900000,Clay Johnson Auto Sales,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Red,45000,SUV,Austin
4/9/2022,Raphael,Male,406500,Star Enterprises Inc,Dodge,Ram Wagon,DoubleÂ Overhead Camshaft,Auto,Black,22500,Passenger,Pasco
4/9/2022,Alice,Male,567000,Suburban Ford,Volvo,C70,Overhead Camshaft,Manual,Black,36000,Hatchback,Janesville
4/9/2022,Helene,Male,565000,Tri-State Mack Inc,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,Hatchback,Scottsdale
4/9/2022,Kaleb,Male,13500,Suburban Ford,Jaguar,S-Type,Overhead Camshaft,Manual,Red,21000,Passenger,Austin
4/9/2022,Kamari,Male,2520000,Tri-State Mack Inc,Audi,A4,DoubleÂ Overhead Camshaft,Auto,Black,27000,Hatchback,Middletown
4/9/2022,Kameron,Male,1695000,U-Haul CO,Volkswagen,Passat,Overhead Camshaft,Manual,Red,20500,Hatchback,Aurora
4/10/2022,Ella,Female,551000,Pitre Buick-Pontiac-Gmc of Scottsdale,Mitsubishi,3000GT,Overhead Camshaft,Manual,Pale White,21001,Sedan,Pasco
4/10/2022,Elle,Female,685000,Progressive Shippers Cooperative Association No,Volkswagen,GTI,DoubleÂ Overhead Camshaft,Auto,Red,25001,SUV,Janesville
4/10/2022,Elliana,Male,640000,Rabun Used Car Sales,Nissan,Altima,DoubleÂ Overhead Camshaft,Auto,Red,21001,Hatchback,Scottsdale
4/10/2022,John,Female,585000,Saab-Belle Dodge,Audi,A6,Overhead Camshaft,Manual,Pale White,13000,SUV,Aurora
4/10/2022,Johnny,Female,800000,Scrivener Performance Engineering,Cadillac,Eldorado,Overhead Camshaft,Manual,Black,85000,Passenger,Greenville
4/10/2022,Jonathan,Male,1050000,Star Enterprises Inc,Pontiac,Sunfire,Overhead Camshaft,Manual,Red,43000,Sedan,Pasco
4/10/2022,Faith,Male,1652000,Diehl Motor CO Inc,Nissan,Maxima,Overhead Camshaft,Manual,Pale White,22200,Sedan,Middletown
4/10/2022,Francesca,Male,735000,Enterprise Rent A Car,Oldsmobile,Aurora,Overhead Camshaft,Manual,Red,71000,Passenger,Aurora
4/10/2022,Gabriela,Male,1210000,Gartner Buick Hyundai Saab,Pontiac,Sunfire,Overhead Camshaft,Manual,Red,43000,Sedan,Greenville
4/10/2022,Romain,Male,315000,U-Haul CO,Plymouth,Prowler,Overhead Camshaft,Manual,Pale White,16000,Hatchback,Austin
4/10/2022,Robin,Male,470000,Progressive Shippers Cooperative Association No,Subaru,Outback,Overhead Camshaft,Manual,Red,49000,SUV,Janesville
4/10/2022,Etienne,Male,512000,Rabun Used Car Sales,Honda,Accord,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,Sedan,Scottsdale
4/10/2022,Kayden,Female,1581000,Buddy Storbeck's Diesel Service Inc,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Black,28100,Hatchback,Greenville
4/10/2022,Keith,Male,990000,C & M Motors Inc,Mercury,Cougar,Overhead Camshaft,Manual,Pale White,28000,Hatchback,Pasco
4/10/2022,Kenneth,Female,1200000,Capitol KIA,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Red,19000,Hatchback,Janesville
4/11/2022,Ellie,Male,650000,Race Car Help,Ford,Contour,DoubleÂ Overhead Camshaft,Auto,Pale White,62001,Sedan,Austin
4/11/2022,Eloise,Female,925000,Ryder Truck Rental and Leasing,Mitsubishi,Galant,DoubleÂ Overhead Camshaft,Auto,Pale White,36001,Passenger,Middletown
4/11/2022,Emerson,Female,13500,Saab-Belle Dodge,Ford,Crown Victoria,Overhead Camshaft,Manual,Pale White,20000,Passenger,Aurora
4/11/2022,Emilia,Female,13500,Scrivener Performance Engineering,Nissan,Frontier,Overhead Camshaft,Manual,Black,53000,Hatchback,Greenville
4/11/2022,Emily,Female,670000,Star Enterprises Inc,Chevrolet,Malibu,DoubleÂ Overhead Camshaft,Auto,Pale White,25000,SUV,Pasco
4/11/2022,Emma,Female,680000,Suburban Ford,Acura,RL,Overhead Camshaft,Manual,Red,31000,SUV,Janesville
4/11/2022,Erin,Female,765000,Tri-State Mack Inc,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,20000,SUV,Scottsdale
4/11/2022,Jordan,Male,13500,Suburban Ford,Buick,Regal,Overhead Camshaft,Manual,Red,43000,Passenger,Janesville
4/11/2022,Joseph,Male,1085000,Tri-State Mack Inc,Audi,A6,Overhead Camshaft,Manual,Black,25500,SUV,Scottsdale
4/11/2022,Hassan,Male,2056000,Gartner Buick Hyundai Saab,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Black,12600,Hardtop,Greenville
4/11/2022,Julian,Male,13500,Buddy Storbeck's Diesel Service Inc,Acura,RL,DoubleÂ Overhead Camshaft,Auto,Black,24000,SUV,Middletown
4/11/2022,Sienna,Male,13500,Capitol KIA,Pontiac,Firebird,Overhead Camshaft,Manual,Black,43000,Hardtop,Greenville
4/11/2022,Justin,Male,1700000,Capitol KIA,Buick,Regal,DoubleÂ Overhead Camshaft,Auto,Black,19000,Passenger,Greenville
4/11/2022,Kai,Female,642000,Chrysler of Tri-Cities,Oldsmobile,Intrigue,Overhead Camshaft,Manual,Red,37000,SUV,Pasco
4/11/2022,Gabriella,Male,412000,Hatfield Volkswagen,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Black,39000,Sedan,Pasco
4/11/2022,Genesis,Male,528000,Iceberg Rentals,Oldsmobile,Cutlass,DoubleÂ Overhead Camshaft,Auto,Red,15000,Sedan,Janesville
4/11/2022,Gia,Male,1115000,McKinney Dodge Chrysler Jeep,Audi,A6,Overhead Camshaft,Manual,Black,25500,SUV,Scottsdale
4/11/2022,Gianna,Male,1300000,Motor Vehicle Branch Office,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Red,31000,SUV,Austin
4/11/2022,Giselle,Male,320000,Nebo Chevrolet,Pontiac,Bonneville,Overhead Camshaft,Manual,Red,11000,Hatchback,Middletown
4/11/2022,Grace,Male,1500000,New Castle Ford Lincoln Mercury,Chrysler,Concorde,Overhead Camshaft,Manual,Black,18000,Hatchback,Aurora
4/11/2022,Guadalupe,Male,1260000,Pars Auto Sales,Buick,Century,DoubleÂ Overhead Camshaft,Auto,Pale White,17000,Hatchback,Greenville
4/11/2022,Maelys,Male,1190000,Race Car Help,BMW,328i,DoubleÂ Overhead Camshaft,Auto,Black,16000,Sedan,Austin
4/11/2022,Jean Baptiste,Female,1175000,Ryder Truck Rental and Leasing,Pontiac,Sunfire,Overhead Camshaft,Manual,Red,43500,Sedan,Middletown
4/11/2022,Marcus,Male,1200000,Saab-Belle Dodge,Acura,TL,Overhead Camshaft,Manual,Black,21000,Hatchback,Aurora
4/11/2022,Valentin,Female,13500,Scrivener Performance Engineering,Mitsubishi,Galant,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,Passenger,Greenville
4/11/2022,Amelys,Male,915000,Clay Johnson Auto Sales,Plymouth,Breeze,DoubleÂ Overhead Camshaft,Auto,Red,39001,Hardtop,Austin
4/11/2022,Alban,Male,3350000,Suburban Ford,Ford,Escort,DoubleÂ Overhead Camshaft,Auto,Red,15000,Passenger,Janesville
4/11/2022,Virgilet,Male,1125000,Tri-State Mack Inc,Acura,RL,Overhead Camshaft,Manual,Red,31500,SUV,Scottsdale
4/11/2022,Kevin,Male,13500,Chrysler of Tri-Cities,Pontiac,Grand Prix,DoubleÂ Overhead Camshaft,Auto,Red,69000,Passenger,Scottsdale
4/11/2022,Khalil,Male,836000,Chrysler Plymouth,Chevrolet,Prizm,Overhead Camshaft,Manual,Black,16000,Hatchback,Austin
4/11/2022,King,Male,780000,Classic Chevy,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Black,22000,Hatchback,Middletown
4/11/2022,Kiyan,Male,783000,Clay Johnson Auto Sales,Mercury,Cougar,DoubleÂ Overhead Camshaft,Auto,Black,26000,Hatchback,Aurora
4/11/2022,Kyle,Male,13500,Diehl Motor CO Inc,Cadillac,Escalade,Overhead Camshaft,Manual,Black,34000,Sedan,Greenville
4/11/2022,Kymani,Male,2020000,Enterprise Rent A Car,Oldsmobile,Intrigue,DoubleÂ Overhead Camshaft,Auto,Red,39000,SUV,Pasco
4/11/2022,Lamar,Male,706500,Gartner Buick Hyundai Saab,Pontiac,Sunfire,DoubleÂ Overhead Camshaft,Auto,Black,18500,Sedan,Janesville
4/12/2022,Ester,Male,675000,U-Haul CO,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Pale White,53000,SUV,Austin
4/12/2022,Kenneth,Female,545000,Chrysler Plymouth,Mercedes-B,SLK,Overhead Camshaft,Manual,Pale White,17000,Passenger,Janesville
4/12/2022,Hailey,Male,1210000,Pitre Buick-Pontiac-Gmc of Scottsdale,Chevrolet,Impala,DoubleÂ Overhead Camshaft,Auto,Black,21000,Hatchback,Pasco
4/12/2022,Edwin,Male,13500,Motor Vehicle Branch Office,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Black,12001,Hardtop,Austin
4/12/2022,Landon,Male,13500,Hatfield Volkswagen,Dodge,Ram Pickup,Overhead Camshaft,Manual,Black,19000,Hatchback,Austin
4/13/2022,Esther,Male,708000,Progressive Shippers Cooperative Association No,Mercedes-B,S-Class,Overhead Camshaft,Manual,Red,21001,SUV,Janesville
4/13/2022,Esty,Female,656000,Rabun Used Car Sales,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Black,9001,Hatchback,Scottsdale
4/13/2022,Etty,Female,883000,Race Car Help,Mercury,Grand Marquis,Overhead Camshaft,Manual,Pale White,16001,SUV,Austin
4/13/2022,Eva,Male,965000,Ryder Truck Rental and Leasing,BMW,528i,Overhead Camshaft,Manual,Red,29001,SUV,Middletown
4/13/2022,Eve,Female,870000,Saab-Belle Dodge,Mitsubishi,Galant,DoubleÂ Overhead Camshaft,Auto,Pale White,36001,Passenger,Aurora
4/13/2022,Evelyn,Female,681000,Scrivener Performance Engineering,BMW,528i,DoubleÂ Overhead Camshaft,Auto,Pale White,62001,SUV,Greenville
4/13/2022,Faiga,Female,522500,Star Enterprises Inc,Oldsmobile,Cutlass,DoubleÂ Overhead Camshaft,Auto,Red,15500,Sedan,Pasco
4/13/2022,Faigy,Female,972000,Suburban Ford,Plymouth,Voyager,Overhead Camshaft,Manual,Red,20000,Passenger,Janesville
4/13/2022,Finley,Female,590000,Tri-State Mack Inc,Pontiac,Grand Prix,DoubleÂ Overhead Camshaft,Auto,Red,19000,Passenger,Scottsdale
4/13/2022,Fiona,Female,450000,U-Haul CO,Toyota,Celica,Overhead Camshaft,Manual,Pale White,14000,SUV,Austin
4/13/2022,Fradel,Female,765000,Buddy Storbeck's Diesel Service Inc,Chevrolet,Prizm,Overhead Camshaft,Manual,Pale White,21000,SUV,Middletown
4/13/2022,Fraidy,Female,750000,C & M Motors Inc,Dodge,Ram Van,DoubleÂ Overhead Camshaft,Auto,Pale White,15000,Hatchback,Aurora
4/13/2022,Francesca,Male,680000,Capitol KIA,Jaguar,S-Type,DoubleÂ Overhead Camshaft,Auto,Black,27001,Passenger,Greenville
4/13/2022,Frimet,Male,13500,Chrysler of Tri-Cities,Cadillac,DeVille,DoubleÂ Overhead Camshaft,Auto,Red,22001,SUV,Pasco
4/13/2022,Gabriela,Female,510000,Chrysler Plymouth,Lincoln,Navigator,Overhead Camshaft,Manual,Pale White,33001,Sedan,Janesville
4/13/2022,Kevin,Male,470000,Classic Chevy,Buick,Park Avenue,Overhead Camshaft,Manual,Black,29000,Hatchback,Scottsdale
4/13/2022,Kingsley,Male,945000,Clay Johnson Auto Sales,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,Sedan,Austin
4/13/2022,Kingston,Male,13500,Diehl Motor CO Inc,Toyota,Sienna,Overhead Camshaft,Manual,Black,27000,Passenger,Middletown
4/13/2022,Krish,Female,537000,Enterprise Rent A Car,Jeep,Wrangler,DoubleÂ Overhead Camshaft,Auto,Red,19000,Hatchback,Aurora
4/13/2022,Kyle,Female,850000,Gartner Buick Hyundai Saab,Porsche,Boxter,Overhead Camshaft,Manual,Red,24000,SUV,Greenville
4/13/2022,Lawrence,Male,13500,Hatfield Volkswagen,Mercedes-B,SLK,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,Passenger,Pasco
4/13/2022,Leo,Male,900000,Iceberg Rentals,Mercury,Sable,DoubleÂ Overhead Camshaft,Auto,Red,39000,Sedan,Janesville
4/13/2022,Leon,Male,1810000,McKinney Dodge Chrysler Jeep,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Red,24000,Hatchback,Scottsdale
4/13/2022,Liam,Male,785000,Motor Vehicle Branch Office,Volvo,C70,Overhead Camshaft,Manual,Black,36000,Hatchback,Austin
4/13/2022,Logan,Female,721000,Nebo Chevrolet,Mercedes-B,S-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,10000,SUV,Middletown
4/13/2022,Valerie,Male,782000,Suburban Ford,Chevrolet,Malibu,DoubleÂ Overhead Camshaft,Auto,Black,16000,Hardtop,Janesville
4/13/2022,Lucas,Female,1005000,Pars Auto Sales,Oldsmobile,Intrigue,DoubleÂ Overhead Camshaft,Auto,Pale White,45500,SUV,Greenville
